x,y,label
43258.388966776874,9687.849120238126,rome 
82614.85824001835,13783.924384969712,delivering 
25441.23586026428,53712.66582748875,sectors 
44715.16895129316,-51306.85864831696,making 
35241.48782120985,35301.996944599654,roma 
-57852.1344260181,-22389.8137369712,irrelevance 
64191.42477962061,-35385.96168970571,nestle 
-49876.25534905901,-59634.39368505221,check 
32127.088199814392,-70458.64956093948,walker 
-57052.81795564484,-50038.95334011811,relatives 
-3089.272042489079,20244.691039291192,onto 
-24189.66618476514,-38768.54235764247,gone 
-59484.141660653135,55900.139536885006,sane 
-67497.34779404751,-45587.96659009914,walked 
37085.04401502453,-58089.127009225565,aside 
9126.065530187667,-67958.11265492646,incision 
4962.429991892586,-83399.04494024708,matador 
50764.20371084874,-45472.99074093581,wacky 
18935.983548609805,11215.01114700866,olympic 
-8610.433236615716,60852.422205242045,overfamiliarity 
-101906.45293041576,51075.63420089934,buick 
-110720.48149813444,-15050.041584841507,applied 
83735.89491572842,-59887.267516946806,inmate 
-27515.896131667978,73836.37747830544,provided 
-98608.53309611519,24052.016528216554,protectionism 
-90201.62011579191,25833.692015084936,earthquakes 
10201.295678065846,-65263.58109973013,itibiti 
97712.47084619914,-16099.885402009035,olympia 
49424.32888019759,-67612.83611198653,lent 
34458.986243096806,57532.35304030841,expanded 
-30245.38864348665,78236.28888052932,provides 
77193.62009635217,12575.534094792163,thieves 
-16817.547653887665,2421.062200483707,webster 
-27428.760904062157,48109.43306870213,patrick 
1504.128274631303,-78464.6247142815,hard 
59218.40490391364,50463.645170415875,fluffy 
-26247.14515820335,56371.92845167945,cardiff 
76776.6271354438,-15120.19832502519,lend 
84433.9378411554,-1424.308687350591,monstrously 
-58843.07583698184,54393.89819730093,cji 
-29034.412596241425,-69659.896673137,pilot 
8250.209381678987,-76360.59646933882,ticket 
-87212.26079224792,5706.851965053406,floyd 
-66579.85770626731,-2017.7400749293602,approval 
876.5582858481982,77630.62144226168,blocks 
-15045.725971741038,66789.8084489185,quarters 
94056.1741052357,5624.445369552778,winehouse 
20483.73524940584,64668.12994094071,swords 
-67811.77297175223,-31773.76815946125,plotting 
-106729.97293025926,39952.388776585336,realized 
-91815.7368323151,-7371.945884970155,rehman 
-10559.07813829786,15178.117107100992,versatile 
-39559.04974701385,23741.51001774389,magnet 
-48469.480147922804,55018.81461561171,room 
-22943.24564866848,-8163.838864255505,versus 
-33374.9516788451,-20849.65133709291,plexiglass 
-57412.766176228055,-84863.05090599405,better 
61602.66985668504,17752.758188133146,lowerlevel 
-3775.3950662149373,-57150.17729141527,explosion 
34603.69918194897,41102.97178299205,allegations 
-3.1393686158554776E-4,0.10661526263205189,permit 
-11042.085504492703,1004.4648856437435,well 
103588.80396947928,-35386.05029603901,suitable 
13844.79616266626,-63089.64541101309,outlook 
-27774.28614951065,69205.53405176153,taking 
-6221.442540312082,34422.09681086291,pupils 
70933.98085396082,14101.043620839475,irrelevant 
5238.695841865567,96391.68689755297,defreitas 
-112910.59237579683,-254985.76555420924,voters 
-72904.87553847146,-37053.921477193326,allegation 
27862.91711148956,-12150.980612380978,pile 
0.05914103306636167,0.02000799381541607,bryer 
-0.01954104594067392,0.02832462327371474,bittorrent 
0.0544164992453233,0.033121403396666846,fallon 
0.03389920448438757,0.05778986262603469,gains 
0.0040132308789751275,-0.00680925006175255,bayram 
-0.06070855365948711,0.056074080772840804,signatures 
-0.03743250512916462,0.013523646659586655,dummy 
0.019694546014539568,0.032181290049527626,investigators 
-0.07167674737404063,0.012011820709375976,rainy 
-0.007159684127121497,0.030162619938956924,compatriot 
-0.016969436531865736,-0.023095068596499256,gained 
-0.038203413607303185,-0.03622615275389655,promiscuity 
-0.007566113754101387,-0.06448383028388772,struck 
0.01230637030868146,0.013399675391915443,middleaged 
-0.03571001294154897,0.01600287041723528,hate 
0.015490001540648638,0.032050382387447444,minke 
-76590.77852876858,-30372.90101933851,flow 
63879.55784470668,71590.85721872897,therapist 
-75949.14510580801,23798.089013364264,reminds 
41104.250975122086,-14019.247234333774,order 
0.028034418646611582,0.02181769435758534,protecting 
-21209.310685203698,12370.485482783837,cladding 
52019.052359106165,-15704.222788927387,albermarle 
-18724.812096511574,-54779.959491702066,went 
39806.31125094846,5896.942350514807,hasn 
-57212.557112715025,32915.909329858754,considering 
50209.618981102816,-53005.52636435271,ramallah 
-5114.838596922295,-4006.2462120806986,camborne 
-0.05309255393165165,0.025182394193217283,edonkey 
-25205.3171451074,-33121.62026027044,traveling 
-46503.87950420137,26562.86477323015,indonesia 
8970.39989219629,-19829.68401405555,reform 
57761.12940981115,-19946.068445617144,schools 
91906.06082277435,-64593.17188624911,transparency 
-64545.925621056755,34368.53821493879,kadhafi 
27734.727721871754,71770.7836729071,coach 
93561.8056543643,-27036.37403021669,managers 
-38377.46849713381,-33177.19201282916,homage 
-51398.98237988491,61285.50478101324,women 
-91285.56419550219,-81.01394004313913,successor 
4294.777994925011,71808.65383593517,woman 
46979.706521934466,56819.5939478325,save 
-11309.194434880483,-74377.2733291018,protection 
-77252.88036409124,42450.198833723065,matter 
38920.92239470916,47465.07670942117,mandatory 
96825.35853893828,-14493.146414019897,alerting 
72068.72285432354,-733.8422400809696,cameras 
41134.982594763955,23268.17705823679,tom 
-23269.845705885236,-45683.182984347375,top 
-3401.826972202081,84199.00418937468,rails 
-48817.80096976686,71010.71242176066,acquiring 
39487.39168399522,19536.64676137576,loyalists 
59772.5323961827,29167.823786558853,yearoveryear 
18874.553864512167,-61412.06093237939,carmakers 
77493.60763095223,33522.51066199587,neutrality 
-56777.838502200226,12817.47966167852,buckled 
31126.61378802478,-16079.115548879116,taller 
-43878.304553071786,-42897.80123194979,product 
-19933.796850957067,-71237.17815777923,cnn 
-46030.49177960488,-67106.84927081974,gaming 
63680.35176358641,-64132.82550319387,question 
-82527.88330403369,-5094.153651040502,willie 
9947.58202807895,27995.87501385998,drugs 
-11367.852654713011,-83399.18600131513,lover 
-5559.883727969892,35136.07063917606,loves 
61013.50393983448,13.440532247133183,multimarket 
-50084.027590839854,160300.6480644317,vinegar 
-35080.054890680505,55992.237802874035,asian 
-172032.98359901004,6578.476010470567,premier 
-42160.32398187525,13838.595061441714,spirit 
45297.08931749943,28651.894463315894,trott 
-33324.01875800365,48271.50226556442,cheap 
-4100.505569918531,-30186.048097125415,kurzweil 
-15177.58399802157,-2052.280994386103,produce 
18040.10312576477,74393.45299322659,picture 
41505.523821766,-67871.09534052359,coolio 
6165.7168829887605,-3925.9012798962312,justices 
18277.314335307474,76588.37188627939,reminded 
-0.05848842551625591,0.0423954580977841,industries 
0.03860006640184565,-0.0827544806291248,overly 
0.036409142183852515,0.027855658126348576,stressful 
23976.80673106469,-1378.3843762098625,rose 
71111.25512140416,13606.890787969522,holly 
-42139.373978728465,-23172.824794381282,capital 
-26548.22446810944,-78642.87158613231,con 
65114.47512372996,-45913.02746414436,minor 
68178.94460989512,52066.87285777023,yelling 
-37934.344910132866,10038.97315899397,fuel 
42831.67090157753,36668.3680957704,pleas 
-52866.99810371773,39093.95665644425,findings 
-22508.769157076662,-45483.70901280376,alden 
-48848.10346936798,27286.32163510278,lad 
-64787.86731861869,-22414.003014782313,platforms 
-42513.02960954013,42736.70292907113,helicopters 
346.47691203579666,-83389.53836651998,astrophysical 
12485.10154280817,-57644.78736785799,academic 
44713.02117817619,-47871.64194874004,raise 
38841.972698860875,-44160.82449514584,leicester 
-12769.671045717643,-70743.94660692391,west 
49422.59041766992,-45140.278435230204,employer 
-93723.23928363026,39553.97089193342,quite 
48542.722833394786,47318.79729458808,lap 
-57683.75509126705,62466.30975072749,traffic 
-77993.1887215221,-30584.371628392662,fourhour 
71629.63408465475,-21736.287763632266,franchises 
-42949.60684337473,35181.755494401106,actress 
-67953.41401048325,-16339.69825544997,circumstances 
2773.01299935634,-3260.9958365680436,lax 
26737.40978398086,-38543.16213311914,including 
53669.90126367481,-29589.96480175981,law 
-59280.0266097166,2663.3957524633574,timed 
46218.85351271839,-3925.2486356194254,slattery 
-64505.684928060306,21431.86470567288,lay 
-23316.223553711054,42754.98498660073,patriot 
17473.013532378027,-12441.692800188914,introducing 
-11990.023767456414,-67699.53679847864,gove 
38225.550539708434,23092.7034950555,trafficmanagement 
22106.821002613313,55765.31037604477,stances 
75048.29117218539,-33317.08636427735,wales 
-54895.603205327134,-28728.668591631555,less 
61385.05060035769,-20674.704482370766,suspects 
61781.44429850091,-83874.57628543836,ncis 
-20559.15018653909,82082.76467851253,christmas 
74337.10405023662,9517.36311746478,trl 
-50704.71616556912,47557.79793963173,andy 
-3393.2187470297486,-2571.8094757180097,successive 
-32415.574444959046,14484.731047781184,institutions 
36672.84727463535,-70818.54203986799,markets 
75729.20786217983,14181.572772379457,condition 
-41313.73405666063,-40536.10153208464,defeats 
33090.13565867885,-110184.32572087445,improve 
58354.96870466372,-49140.10656338553,obligation 
-24682.559577453594,22387.76892946106,try 
-41990.42132562273,46343.71011404123,bombing 
-38592.26246115176,44219.003670083905,became 
-13768.697274431008,-51184.22040713087,piercing 
-63264.40019302771,4234.4073791105375,university 
-11295.101359196431,-80340.18610031047,censure 
-54731.60687281154,-55571.035758709826,technique 
48403.31249166215,18845.156509641085,romania 
52174.56983860928,-52038.563439496465,effective 
-74489.41785359434,43062.95531977829,times 
-45860.36056240788,16054.067576204408,teacher 
73425.78289550084,-37798.38455610284,yamadayev 
-27473.058887560783,-36144.62218573553,floor 
-632.5669627150131,13840.543006022494,bittersweet 
22906.64662190054,-81309.7071251569,possibility 
-15294.092671908511,-46260.47173099697,says 
-8303.761386702517,-68447.28436670471,exhibition 
67282.30652177049,-47254.19031883524,comments 
39282.902776877854,-58416.41430533572,homefield 
-12857.042200550066,-12016.335848034765,multitalented 
96080.30719049851,-20019.43159020895,tapper 
68815.22943439621,50994.78672096993,eastbound 
-9111.804517442288,54121.62918191509,cry 
-30027.782125764577,62597.091976056574,distinguished 
99985.09015738958,60963.76758868351,synergies 
4526.031037610705,-55946.730722553395,opening 
-29231.693806348045,-2035.549619385493,doctor 
-111760.37430156874,80060.61117827918,industrial 
-48690.08919124482,-28037.17089046316,bonding 
14664.734307874473,24237.4957563638,activities 
-8023.874227477893,11869.976252688777,canton 
-35599.70612537879,69372.93110871394,onassis 
-17376.72124644406,57488.97329264419,respond 
-14001.590678618099,-72070.07451160191,maintenance 
42858.26146547294,40261.40838099486,incident 
9151.759718502057,-73828.2312205698,sport 
-39275.07969401381,78325.99946763723,authored 
46789.92157208517,54926.885746840366,cluster 
51259.16077949736,53937.63046684758,averyl 
20814.834334195646,57964.603382967325,caught 
0.040143582733585405,0.036190381728243404,japan 
66918.89908466923,38146.41401698252,lieutenant 
59763.402641850764,-60221.77210122672,mastercard 
-61430.0320962553,-18413.008185085826,concert 
-20435.427276815903,84367.43221655859,diplomats 
2389.738605225742,72830.88387909565,led 
-6098.284334059089,-12869.698124584034,supply 
42026.52801149175,-20367.77964762906,lee 
43308.28340664672,67637.63861604547,leg 
67280.6514092628,14745.257319516877,concern 
31336.459775895473,11615.428300724083,integrity 
-39948.935160393055,-61391.39379766222,mountain 
76853.52095418202,42929.483579428976,styling 
47377.806098977635,-22442.95974424891,stats 
-72343.34741142062,14979.109180428906,refrain 
5469.120324182353,70187.74350364986,sponsors 
-62564.9875534334,52448.118995923985,diaspora 
67934.15252853994,-1170.8658858521628,let 
-42708.74023594136,25258.0399563427,adviser 
29438.630998001998,73632.13668573412,state 
-10460.317672432402,32681.78628376593,philippines 
-39458.0579027039,81845.27289508174,cargo 
41587.24506671842,33425.56257045353,press 
-75094.17389845438,19289.621638974044,worker 
-17466.549922076763,-34325.89498158442,leu 
43592.22304427017,-16248.022266451237,dough 
6493.505852897726,78785.08605423236,strolling 
-48200.2003319112,-45250.59452366543,harare 
-4806.98950932399,-57525.41364104538,playoffs 
-29553.604447592927,111485.28598447496,kuchera 
-24305.223475542847,70998.50889675677,akbar 
-27078.44150848117,-80425.90594639737,appointments 
27078.885183148876,106503.3134772087,neighborhoods 
-31906.626995139584,26362.791473578465,environmental 
31511.21447321651,43770.72945392936,tvi 
-55312.70422992294,-32491.411931616338,night 
12237.360017503632,-47661.05015789677,pace 
53808.48839919332,33774.88337895506,probable 
-3934.5739280782986,-46274.49541725108,opposite 
16328.173131769849,-40528.97665156962,pack 
-29069.567513544152,-72300.43341916642,aftermath 
-34770.33813314656,-82463.9503780673,marigay 
16617.771487500013,-53812.13551103572,offering 
-5696.379030098544,-35483.023345450856,creating 
-72052.48556085564,-31326.21239091769,performanceenhancing 
-20499.048471344682,45984.42755520358,items 
-21474.987299528486,-95281.35602735575,monitors 
25937.52952077205,-82710.1235080836,paddy 
-71708.88050124419,-7479.143655653993,cup 
-46372.13953331622,47964.07157552058,cut 
-26913.04370221248,66927.83437801508,muslim 
-9417.401132626543,-63200.6671179198,entertainment 
-18520.835949910543,-14620.810906933391,probably 
101141.23282543394,-35117.504667205365,collapsed 
-18105.62815880193,59713.02919944856,killing 
81051.6273199181,-61913.2993285511,availability 
75248.19910445953,2012.9868015251966,networks 
-4719.399361092352,-87684.8382586129,two 
-69396.26519084208,-35564.550411749144,moment 
-33875.87738102234,51967.696056706285,fuentes 
44397.772422144946,-6188.6990904401255,tsunami 
65530.04593557013,-73416.47695481757,betterknown 
28040.349998562277,22830.91193432637,threepoint 
-48143.66299906339,58306.61010176178,scenario 
57921.01537893523,16266.059617218716,attack 
-16794.364700500122,-25234.1151645748,punishments 
-75304.29896578773,14963.990739591229,reported 
3012.0264071358233,84673.10826383079,worried 
12930.654332508544,-44557.63447065782,shout 
-13403.096192268704,-28712.82839296674,kitchen 
-57728.05061893374,40805.48894950366,ankle 
27248.267764348635,84651.39645808321,situation 
23211.700515249926,16433.267162296816,creation 
-20326.668098445924,-29025.38814503982,dodgy 
84842.13550860272,-40306.66878314528,immigrants 
66501.13861185347,-25889.248729169096,legislation 
-37759.62536495568,50288.65879667321,think 
11513.112604705146,-28391.04588048282,dodge 
0.02083006209840785,-0.008223677008512847,participate 
-0.03399551970244026,-0.01778576250903923,occurred 
0.005182694243817985,0.04659945229485233,refused 
0.027089845890775073,-0.003190435779721203,sprinklers 
-0.057566542789291526,0.06321748254770398,accused 
-22824.10984803197,-26798.19757221853,replaced 
32631.24582901793,-39457.84851017656,highpowered 
23237.947813688705,-67915.57077577282,reporter 
74782.48883121133,15177.570386330106,withdrawal 
-22153.87221108108,-71000.35193040092,team 
56702.99907657957,62864.986202339496,services 
-49182.10961125001,6679.904010980199,marketing 
16513.20432876222,-36347.66359051158,chilean 
5788.031233481746,-31201.0539475645,watch 
26738.15470229201,61585.53397167059,franken 
51100.56854353634,40305.12074496309,speech 
37845.94648990043,62382.35207369671,violinist 
-62313.42046920415,37988.479912985946,rowdiness 
-4198.38745808765,26071.13830363119,salvageable 
-22469.339429391195,-58154.61008728687,detained 
-30994.027173656774,39597.37115213072,clan 
9965.480707007368,6735.027719788493,quit 
-73830.02650580909,-9298.853273870494,formative 
-10968.923729463668,-45451.795923186466,polish 
-61271.462219070716,60926.279310147394,cabinet 
20694.8516737891,47341.41731780002,thing 
31083.835834345202,-60752.25244340472,agerelated 
-907.6030750799379,68678.99330868242,demanded 
-32389.731883727185,-72211.56610683569,fashion 
-68800.52945041127,-53736.51028468314,insurance 
-83579.65720705755,5428.251367881093,privileges 
-53407.37143174053,-72875.59032554306,principle 
-20634.21709160036,-45730.793322814716,medical 
14607.324568519673,67816.46983387874,deterrent 
-18240.919003541992,63475.00180329345,mccarran 
-22378.138149709946,6400.603588159659,clips 
-22936.732465891557,34856.41034762506,manny 
65242.57222220289,-39907.72071192996,lie 
32599.188272761327,33230.92638678363,fosamax 
-4510.263493411532,92335.47713719992,source 
-26461.441662658737,-47308.46850910313,smell 
47284.442207327666,-47087.285154525816,sidelines 
29347.884399186663,-85209.75515139231,anna 
62425.96078460008,38577.03991770819,lil 
0.004560558605169857,0.007784967480636721,domestic 
0.020834133437593425,0.01080327040122932,glare 
-0.004393984127822641,0.028044181837027348,unable 
30909.55441507934,-2845.9814680615455,lip 
41444.881717528755,-14982.360257562792,shook 
-34801.43479941503,25550.090945741136,paying 
-45088.763090937144,5207.160978314645,separation 
-26445.927767578443,-53967.74068061377,filipino 
-7198.050010932345,-72698.36386758389,dogs 
-25556.054956511387,101160.51915214404,homes 
65380.39256963321,19593.806385022875,starts 
11149.375947748655,1400.9287952109612,nokill 
50968.08706932255,41077.915956282115,stability 
79940.24884479669,-28434.124332677144,homer 
-60996.896356697434,-45070.91693593698,budget 
60346.769218891684,37946.61289766155,actual 
-42714.325441957015,-69346.64823463483,tension 
66866.79912026739,37646.866219461954,chest 
56323.71521202238,-38528.20900115214,reflection 
-25124.083479967478,92454.21936691082,involves 
569.0553594398547,11987.093598496895,juror 
-59705.930359625025,51180.56605000895,widely 
40711.681131345336,-10771.589871559543,eric 
19085.562175067553,6517.354294809838,develop 
96733.53307285061,-32403.553208539994,surprising 
14819.811857378838,59334.844689529855,privileged 
93810.1025890414,-10739.124991475715,technologies 
47871.94882855049,67679.7960415244,exposing 
38802.18761998307,-10039.877630229204,dominated 
-60221.57896918321,10423.272650865107,involved 
50255.924199811765,78388.2702308304,crossroads 
-12647.887788321448,28584.161644559277,adorned 
-52265.79494499187,38706.5366036865,district 
-37439.82121406981,43045.56616630795,alarmingly 
14968.915554768044,71871.06884003397,shops 
-52605.98503542951,-42542.69399966036,overall 
72847.0375193029,-43429.113606333514,fixed 
63844.50110689482,48301.87543241601,page 
-36651.76126546873,80476.20608772362,angering 
80522.86973562112,-24921.605264584538,halls 
63853.22006119516,8767.602101426737,full 
-52526.75336930422,56411.084939947395,away 
32327.40098161977,30639.76625131571,memory 
5954.0402223786805,-73556.2632789114,scientist 
-60179.152230103835,53056.080947545925,aspects 
-16371.376196180263,70676.6744618618,weardale 
24276.311654370176,-55362.01061959641,beijing 
15809.093957710513,-85100.64786274996,farmers 
-50273.735396001735,-52051.52951015086,house 
-53880.62207046249,9601.068845039066,wwwezcomsoftwarecom 
68444.70039206759,25509.77085575066,lifting 
59078.28936387616,22182.194563780602,inaugurates 
75711.19674401182,-40578.097425678185,bonuses 
53073.090599637326,-59040.390550135904,tynatta 
-2728.5155357756203,-68138.8631259566,convention 
-62113.84457295905,-28027.64143464631,pain 
-73090.48388258056,34599.709809651045,hours 
-34116.79626568745,-79005.27900492713,llc 
-65412.266368050776,14862.824852662763,knoxville 
-51519.84197422516,-42507.82566624612,edinburg 
71493.29398514704,7927.061476472529,center 
88155.0275252475,9217.426936562613,start 
8980.49781604314,-100712.18045269755,kristin 
-12149.61259006435,100652.92683380081,stars 
24622.04839438664,67831.06863765963,titles 
-77683.69517725262,10430.381891489378,advised 
-41911.483148341664,59891.13216537127,stumbled 
54842.93989564417,29963.353934080424,pair 
-59816.913849927936,-50055.53399814131,lifestyle 
92725.27660330603,65631.28942530286,equal 
-68470.22334359032,-53059.52166194767,simeon 
-36825.163538263725,-61394.36824762153,weighin 
-27961.73526952709,65134.046463944695,paid 
-50233.43721953517,-56234.11903772431,spared 
-4589.530776175026,-32416.252064885397,short 
0.013723797827702118,-0.011155965032708059,lubricious 
0.013170925399871053,-0.025737977840810295,reducing 
-0.033399151060165756,0.039298355244930354,finance 
-0.010749941540882782,0.010381765385235293,rebecca 
0.0010080042532733503,0.041143536878273296,parking 
-0.009214312471668335,0.004689766727382949,tampa 
-0.021531225863942013,-0.005388643231021665,attitudes 
0.06880757500375739,-0.07363142108203681,palm 
0.011188332073206513,0.027603617422803265,bushehr 
0.005909449616259213,0.06344339733477798,revoked 
0.03374911758194878,-0.025227749633083957,bisque 
-0.007097526023864867,0.04074582831681099,three 
0.004383202627862772,0.07406523952214095,trains 
0.024041969803224126,-0.0048678163390342,required 
-0.05684508004417971,0.03645498000678098,eagles 
-0.03830396459581122,0.01334201904926283,climb 
0.009742393495327958,-0.014076904780906377,remembered 
-57597.878646018755,-36772.6195173929,twitter 
25154.442819627035,-9351.7955130391,measures 
3328.673570059883,-2542.1007508529133,karate 
22941.49216733278,49318.409348035275,musharraf 
29310.17573644773,74527.2990838413,sweden 
14878.62632541125,49502.83593437428,reinvestment 
-1818.419505954677,35717.379643206375,turnbull 
21284.810414303098,47915.568109493914,suppression 
77032.29859892146,3609.1948600522987,season 
-1429.9309721890731,910.943245187445,controversial 
78230.62494267883,-25374.95699647731,payment 
48850.49030042122,-32302.076840211346,specifically 
-5855.53855051507,14419.963857117136,enter 
0.029236534105612885,0.0055177400666113945,savings 
-33727.38766715946,-87180.93256584428,gallery 
-40600.794839211936,110238.27350927459,hardware 
-56492.634898381664,-7180.245854146734,deputy 
-46142.683820278784,32517.180116867443,threw 
58994.50840478584,-61616.45883401467,touchbased 
-5510.833800220836,-25013.734703565126,players 
-91329.1151069431,12474.916308677793,roads 
-7983.117056597136,24321.852125008325,destroy 
12732.561596850524,68703.57139702702,mortgagelending 
71827.2760187632,-42278.76729142597,tikrit 
75028.23539654716,28407.863424204068,priority 
50964.527309335484,51173.00973348811,grouping 
4216.667940188844,-12516.683121723527,creative 
76510.75004739394,-62834.88822670968,knicks 
-79839.88377170784,31274.141125225695,judicial 
7571.7105260247345,82150.33712311141,coast 
6179.656488157139,-28603.312950127933,tanfield 
-19754.376527867673,67903.7334669472,shuttle 
2835.0033777607964,-38120.72089280929,provide 
-61559.64863893344,-21107.728576076926,sectarian 
-55796.540749183696,30054.992193901795,consultation 
-58321.95403569105,-30260.777024887077,requires 
-37993.581376091824,-22954.077751521127,primary 
-98743.43270332275,40039.29029399099,angela 
18825.75754719264,65924.99515165908,fulham 
-36810.96072947367,89801.73031982113,bright 
-32227.70020886117,-53227.45453624178,midjanuary 
110958.72629621533,-30168.037225705964,solar 
63108.347655728154,-44353.377850414945,planned 
8817.262505958084,-75122.77003011949,unknown 
25327.70467855898,-38250.53510358993,lot 
-6448.962687046683,-90321.42565453447,los 
-32908.35371748857,-15774.470258190295,computer 
-16149.752552940772,70841.42142150289,cheesecake 
-52341.908447858455,52243.38572424854,low 
77784.407121805,41297.90399995331,prop 
-15647.951260420277,-23485.469761663404,coughed 
4688.913169555749,81182.31739573415,holdings 
48403.755077001595,46530.77944064006,jackie 
